name,line,category
FidoMeta.sol,L512 - L521,SWC-119-Shadowing State Variables
FidoMeta.sol,L555 - L587,SWC-135-Code With No Effects
FidoMeta.sol,L775 - L782,SWC-128-DoS With Block Gas Limit
FidoMeta.sol,L788 - L832,SWC-135-Code With No Effects
FidoMeta.sol,L978 - L980,SWC-135-Code With No Effects
FidoMeta.sol,L1009-L1010,SWC-101-Integer Overflow and Underflow
FidoMeta.sol,L1043 - L1046,SWC-135-Code With No Effects
FidoMeta.sol,L1060 - L1070,SWC-135-Code With No Effects
FidoMeta.sol,L2,SWC-103-Floating Pragma
FidoMeta.sol,L513 - L515,SWC-119-Shadowing State Variables
FidoMeta.sol,L555 - L587,SWC-135-Code With No Effects
FidoMeta.sol,L775 - L782,SWC-128-DoS With Block Gas Limit
FidoMeta.sol,L789 - L832,SWC-135-Code With No Effects
FidoMeta.sol,L978 - L980,SWC-135-Code With No Effects
FidoMeta.sol,L1009 - L1010,SWC-101-Integer Overflow and Underflow
FidoMeta.sol,L1047 - L1050,SWC-135-Code With No Effects
FidoMeta.sol,L1062 - L1071,SWC-135-Code With No Effects
Lockup.sol,L55,SWC-135-Code With No Effects
Payment.sol,L85,SWC-100-Function Default Visibility
code.sol,L25 - L27,SWC-135-Code With No Effects
ERC721A.sol,L102 - L125,SWC-128-DoS With Block Gas Limit
ERC721A.sol,L153 - L159,SWC-135-Code With No Effects
ERC721A.sol,L457 - L476,SWC-135-Code With No Effects
GovStaking.sol,L202 - L205,SWC-100-Function Default Visibility
GovStaking.sol,L208 - L212,SWC-100-Function Default Visibility
GovStaking.sol,L288 - l299,SWC-100-Function Default Visibility
GovStakingStorage.sol,L7,SWC-135-Code With No Effects
GreenHouse.sol,L96,SWC-120-Weak Sources of Randomness from Chain Attributes
GreenHouse.sol,L98,SWC-120-Weak Sources of Randomness from Chain Attributes
GreenHouse.sol,L209,SWC-120-Weak Sources of Randomness from Chain Attributes
GreenHouse.sol,L216,SWC-120-Weak Sources of Randomness from Chain Attributes
GreenHouse.sol,L386,SWC-120-Weak Sources of Randomness from Chain Attributes
GreenHouse.sol,L400,SWC-120-Weak Sources of Randomness from Chain Attributes
IDO.sol,L3,SWC-103-Floating Pragma
IDO.sol,L12 - L13,SWC-135-Code With No Effects
IDO.sol,L86 - L110,SWC-105-Unprotected Ether Withdrawal
IDO.sol,L86 - L110,SWC-107-Reentrancy
IDO.sol,L97,SWC-104-Unchecked Call Return Value
IDO.sol,L149 - L154,SWC-105-Unprotected Ether Withdrawal
IDO.sol,L153,SWC-104-Unchecked Call Return Value
HedgeyAnySwap.sol,L49-53,SWC-100-Function Default Visibility
CeloFuturesNFT.sol,L2,SWC-102-Outdated Compiler Version
CeloHedgeyOTC.sol,L2,SWC-102-Outdated Compiler Version
FuturesNFT.sol,L2,SWC-102-Outdated Compiler Version
HedgeyOTC.sol,L2,SWC-102-Outdated Compiler Version
HyksosBase.sol,L32-34,SWC-128-DoS With Block Gas Limit
HyksosCyberkongz.sol,L35-37,SWC-104-Unchecked Call Return Value
HyksosCyberkongz.sol,L39-46,SWC-104-Unchecked Call Return Value
HyksosCyberkongz.sol,L48-54,SWC-104-Unchecked Call Return Value
Summon.sol,L42,SWC-100-Function Default Visibility
Summon.sol,L53,SWC-100-Function Default Visibility
Summon.sol,L67,SWC-100-Function Default Visibility
Summon.sol,L79,SWC-100-Function Default Visibility
Hero.sol,L42,SWC-100-Function Default Visibility
EpochVotingPowerStrategy.sol,L66-79,SWC-126-Insufficient Gas Griefing
EpochVotingPowerStrategy.sol,L100-112,SWC-128-DoS With Block Gas Limit
TokenVesting.sol,L2,SWC-103-Floating Pragma
TokenVesting.sol,L286-302,SWC-128-DoS With Block Gas Limit
claimToken.sol,L131-140,SWC-105-Unprotected Ether Withdrawal
claimToken.sol,L144-156,SWC-105-Unprotected Ether Withdrawal
Mafacoin.sol,L21,SWC-108-State Variable Default Visibility
Mafacoin.sol,L40,SWC-108-State Variable Default Visibility
MateCore.sol,L86,SWC-116-Block values as a proxy for time
MateCore.sol,L166,SWC-116-Block values as a proxy for time
MateCore.sol,L225,SWC-116-Block values as a proxy for time
OrderBook.sol,L76,SWC-116-Block values as a proxy for time
OrderBook.sol,L105,SWC-116-Block values as a proxy for time
OrderBook.sol,L145,SWC-116-Block values as a proxy for time
UniswapHandler.sol,L38,SWC-116-Block values as a proxy for time
Vesting.sol,L322 - L329,SWC-128-DoS With Block Gas Limit
Vesting.sol,L322 - L329,SWC-113-DoS with Failed Call
MasterChef0x254C3233C162CDe86f1b7a91Ac801B780f79d40D.sol,L1499,SWC-128-DoS With Block Gas Limit
MasterChef.sol,L40-44,SWC-108-State Variable Default Visibility
SwapsUser.sol,L156-178,SWC-101-Integer Overflow and Underflow
Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d.sol,L206 - L212,SWC-100-Function Default Visibility
Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d.sol,L219 - L227,SWC-100-Function Default Visibility
Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d.sol,L860 - L884,SWC-108-State Variable Default Visibility
Balancer.sol,L96,SWC-100-Function Default Visibility
Balancer.sol,L102,SWC-100-Function Default Visibility
TradeFarming.sol,L351-389,SWC-126-Insufficient Gas Griefing
PolkaBridgeFarm.sol,L185,SWC-128-DoS With Block Gas Limit
PowerBombAvaxCurve.sol,L269-293,SWC-107-Reentrancy
PowerBombOneCurve.sol,uint public ibRewardTokenBaseAmt; // SWC-131-Presence of unused variables,SWC-131-Presence of unused variables
PowerBombFtmCurveGeist.sol,L126,SWC-135-Code With No Effects
QANX.sol,L2,SWC-103-Floating Pragma
ETHWAXBRIDGE.sol,L10,SWC-135-Code With No Effects
ETHWAXBRIDGE.sol,"import ""./interfaces/ERC20Interface.sol""; // SWC-135-Code With No Effects",SWC-135-Code With No Effects
RFOXFactoryStandard.sol,L3,SWC-103-Floating Pragma
StakingPlatform.sol,L58-L60,SWC-116-Block values as a proxy for time
StakingPlatform.sol,L72,SWC-116-Block values as a proxy for time
StakingPlatform.sol,L82,SWC-116-Block values as a proxy for time
StakingPlatform.sol,L99,SWC-116-Block values as a proxy for time
StakingPlatform.sol,L125,SWC-116-Block values as a proxy for time
StakingPlatform.sol,L214,SWC-116-Block values as a proxy for time
StakingPlatform.sol,L216-L217,SWC-116-Block values as a proxy for time
StakingPlatform.sol,L250-L252,SWC-116-Block values as a proxy for time
Staking.sol,L3,SWC-103-Floating Pragma
Staking.sol,L27,SWC-135-Code With No Effects
Staking.sol,L125,SWC-116-Block values as a proxy for time
Staking.sol,L134,SWC-116-Block values as a proxy for time
Staking.sol,L176,SWC-116-Block values as a proxy for time
SamuraiLegendsStaking.sol,L77,SWC-116-Block values as a proxy for time
SamuraiLegendsStaking.sol,L156,SWC-116-Block values as a proxy for time
SamuraiLegendsStaking.sol,L251,SWC-116-Block values as a proxy for time
SamuraiLegendsStaking.sol,L333,SWC-116-Block values as a proxy for time
SamuraiLegendsStaking.sol,L408,SWC-116-Block values as a proxy for time
InitializableERC20.sol,L14,SWC-102-Outdated Compiler Version
InitializableERC20.sol,L97,SWC-100-Function Default Visibility
InitializableERC20.sol,L109,SWC-100-Function Default Visibility
InitializableERC20.sol,L120,SWC-100-Function Default Visibility
InitializableERC20.sol,L125,SWC-100-Function Default Visibility
InitializableERC20.sol,L142,SWC-100-Function Default Visibility
InitializableERC20.sol,L149,SWC-100-Function Default Visibility
TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6.sol,L13,SWC-102-Outdated Compiler Version
SnapToken.sol,L12,SWC-103-Floating Pragma
SnapToken.sol,L12,SWC-102-Outdated Compiler Version
SOAR.sol,L8,SWC-103-Floating Pragma
SpaceDogeCoin.sol,L1144,SWC-135-Code With No Effects
SpaceDogeCoin.sol,L1172,SWC-135-Code With No Effects
PaidTournaments.sol,L211,SWC-113-DoS with Failed Call
STCERC20.sol,L20-21,SWC-128-DoS With Block Gas Limit
Staking.sol,L444,SWC-116-Block values as a proxy for time
Staking.sol,L601,SWC-116-Block values as a proxy for time
Staking.sol,L650-L651,SWC-116-Block values as a proxy for time
Staking.sol,L748-L749,SWC-116-Block values as a proxy for time
Graph.sol,L82,SWC-104-Unchecked Call Return Value
Graph.sol,L86,SWC-104-Unchecked Call Return Value
Graph.sol,L136,SWC-104-Unchecked Call Return Value
Livepeer.sol,L122,SWC-104-Unchecked Call Return Value
Livepeer.sol,L162 - L164,SWC-104-Unchecked Call Return Value
Matic.sol,L88 - L90,SWC-135-Code With No Effects
Matic.sol,L94,SWC-104-Unchecked Call Return Value
Matic.sol,L148,SWC-104-Unchecked Call Return Value
Staking.sol,L80,SWC-104-Unchecked Call Return Value
Staking.sol,L135,SWC-104-Unchecked Call Return Value
Staking.sol,L177,SWC-104-Unchecked Call Return Value
Staking.sol,L209,SWC-104-Unchecked Call Return Value
TncToken.sol,L13 - L16,SWC-119-Shadowing State Variables
ERC20Blockable.sol,L3,SWC-103-Floating Pragma
TRKContractWithoutMintFn.sol,L23,SWC-100-Function Default Visibility
TRKContractWithoutMintFn.sol,L31,SWC-100-Function Default Visibility
TravelCare.sol,L3,SWC-102-Outdated Compiler Version
StakingPool.sol,L132,SWC-104-Unchecked Call Return Value
StakingPool.sol,L262,SWC-104-Unchecked Call Return Value
ERC20.sol,L4,SWC-103-Floating Pragma
ERC20.sol,L4,SWC-102-Outdated Compiler Version
main.sol,L3,SWC-103-Floating Pragma
main.sol,L154,SWC-104-Unchecked Call Return Value
main.sol,L201,SWC-104-Unchecked Call Return Value
main.sol,L215 - L218,SWC-135-Code With No Effects
WOWSale.sol,L11,SWC-102-Outdated Compiler Version
WOWToken.sol,L11,SWC-102-Outdated Compiler Version
Staking.sol,L2,SWC-103-Floating Pragma
Controller.sol,"L28, L29",SWC-131-Presence of unused variables
ECOPToken.sol,L196 - L210,SWC-104-Unchecked Call Return Value
ERC721TokenVault.sol,L262 - L278,SWC-113-DoS with Failed Call
IndexERC721.sol,L16,SWC-131-Presence of unused variables
IndexERC721.sol,L20,SWC-131-Presence of unused variables
LixirStrategySimpleGWAP.sol,L193-198,SWC-135-Code With No Effects
LixirVault.sol,L15-18,SWC-135-Code With No Effects
BoringHelper.sol,L77,SWC-135-Code With No Effects
controller-v3.sol,L34,SWC-131-Presence of unused variables
strategy-curve-scrv-v3_1.sol,L8,SWC-135-Code With No Effects
FarmBossV1.sol,L221,SWC-104-Unchecked Call Return Value
aq.sol,L444,SWC-129-Typographical Error
aq.sol,L467,SWC-129-Typographical Error
aq.sol,L484,SWC-129-Typographical Error
aq.sol,L505,SWC-129-Typographical Error
aq.sol,L525,SWC-129-Typographical Error
aq.sol,L546,SWC-129-Typographical Error
aq.sol,L548,SWC-123-Requirement Violation
aq.sol,L563,SWC-129-Typographical Error
aq.sol,L444,SWC-129-Typographical Error
aq.sol,L467,SWC-129-Typographical Error
aq.sol,L542,SWC-123-Requirement Violation
aq.sol,L559,SWC-129-Typographical Error
MasterChef.sol,L262,SWC-107-Reentrancy
MasterChef.sol,L311,SWC-107-Reentrancy
MasterChef.sol,L261-284,SWC-107-Reentrancy
MasterChef.sol,L287-306,SWC-107-Reentrancy
Legendary_v9.sol,L2,SWC-103-Floating Pragma
Legendary_v9.sol,L2,SWC-103-Floating Pragma
Liquidity_v9(1).sol,L3,SWC-103-Floating Pragma
Liquidity_v9(1).sol,L3,SWC-103-Floating Pragma
HaggleToken.sol,L1077,SWC-128-DoS With Block Gas Limit
HaggleToken.sol,L1077,SWC-128-DoS With Block Gas Limit
ERC20.sol,L60-66,SWC-105-Unprotected Ether Withdrawal
LeadStake.sol,L322-329,SWC-105-Unprotected Ether Withdrawal
ERC20.sol,L60-66,SWC-105-Unprotected Ether Withdrawal
LeadStake.sol,L322-329,SWC-105-Unprotected Ether Withdrawal
ArthController.sol,L94,SWC-135-Code With No Effects
ArthController.sol,L118-L126,SWC-135-Code With No Effects
Genesis.sol,L74-77,SWC-135-Code With No Effects
NFYTradingPlatform.sol,L18,SWC-131-Presence of unused variables
Pluteus (1).sol,L455,SWC-129-Typographical Error
Pluteus (1).sol,L455,SWC-129-Typographical Error
LenderPool.sol,L375-L391,SWC-114-Transaction Order Dependence
LGE.sol,L34,SWC-131-Presence of unused variables
LGE.sol,L91、126、134,SWC-129-Typographical Error
Sheesha.sol,L13-16,SWC-131-Presence of unused variables
Sheesha.sol,L44,SWC-129-Typographical Error
SHEESHAVaultLP.sol,L196,SWC-129-Typographical Error
SIGHBoostersSale.sol,L96,SWC-129-Typographical Error
SportsIconPrivateVesting.sol,L60,SWC-104-Unchecked Call Return Value
WadzPayToken.sol,L3,SWC-103-Floating Pragma
adminManage.sol,L3,SWC-102-Outdated Compiler Version
BigOwner.sol,L3,SWC-102-Outdated Compiler Version
Poll.sol,L3,SWC-102-Outdated Compiler Version
PancakeByalanLP.sol,L1342,SWC-114-Transaction Order Dependence
StrategyCommonChefLP.sol,L137-149,SWC-114-Transaction Order Dependence
StrategyCommonChefLP.sol,L169-183,SWC-114-Transaction Order Dependence
ThorusAutoStake.sol,L4,SWC-102-Outdated Compiler Version
ThorusMaster.sol,L4,SWC-102-Outdated Compiler Version
ThorusToken.sol,L3,SWC-102-Outdated Compiler Version
BLSToken.sol,L2,SWC-102-Outdated Compiler Version
CakeMaxiWorker.sol,L1,SWC-102-Outdated Compiler Version
CakeMaxiWorker.sol,L150-186,SWC-114-Transaction Order Dependence
SpookyswapWorker.sol,L139,SWC-114-Transaction Order Dependence
MeowMining.sol,L3,SWC-102-Outdated Compiler Version
Timelock.sol,L16,SWC-102-Outdated Compiler Version
WelChainlinkOracle.sol,L1,SWC-102-Outdated Compiler Version
MdexWorker02.sol,L14,SWC-102-Outdated Compiler Version
MdexWorker02.sol,L234,SWC-114-Transaction Order Dependence
MdexWorker02.sol,L239、242、243,SWC-114-Transaction Order Dependence
MdexWorker02.sol,L345-346、352,SWC-114-Transaction Order Dependence
PancakeswapV2Worker02.sol,L14,SWC-102-Outdated Compiler Version
PancakeswapV2Worker02.sol,L218,SWC-114-Transaction Order Dependence
Otoro.sol,L2,SWC-102-Outdated Compiler Version
Revealable.sol,L98-104,SWC-128-DoS With Block Gas Limit
MasterchefShield.sol,L14-15,SWC-131-Presence of unused variables
MasterchefShield.sol,L18-19,SWC-131-Presence of unused variables
RevenueSharingPool.sol,L2,SWC-103-Floating Pragma
RevenueSharingPool.sol,L33,SWC-108-State Variable Default Visibility
RevenueSharingPool.sol,L241-243,SWC-128-DoS With Block Gas Limit
StratX2_PCS.sol,L2253-L2273,SWC-114-Transaction Order Dependence
SpookySwapStrategyAddBaseTokenOnly.sol,L14,SWC-102-Outdated Compiler Version
SpookySwapStrategyAddBaseTokenOnly.sol,L59-L105,SWC-114-Transaction Order Dependence
SpookySwapStrategyAddTwoSidesOptimal.sol,L15,SWC-102-Outdated Compiler Version
SpookySwapStrategyLiquidate.sol,L15,SWC-102-Outdated Compiler Version
SpookySwapStrategyPartialCloseLiquidate.sol,L15,SWC-102-Outdated Compiler Version
SpookySwapStrategyPartialCloseMinimizeTrading.sol,L15,SWC-102-Outdated Compiler Version
SpookySwapStrategyWithdrawMinimizeTrading.sol,L15,SWC-102-Outdated Compiler Version
SpookyWorker03.sol,L208-L246,SWC-114-Transaction Order Dependence
StratAlpaca.sol,L191-L205,SWC-114-Transaction Order Dependence
MainWorkflow.sol,L342,SWC-107-Reentrancy
ThorusDummy.sol,L3,SWC-102-Outdated Compiler Version
EventToken.sol,L3,SWC-102-Outdated Compiler Version
TImelock.sol,L3,SWC-102-Outdated Compiler Version
Staking.sol,L674,SWC-107-Reentrancy
StrategyWardenLP.sol,L129-L136,SWC-114-Transaction Order Dependence
WaultSwapFactory0xB42E3FE71b7E0673335b3331B3e1053BD9822570.sol,L5,SWC-102-Outdated Compiler Version
WaultSwapRouter0xD48745E39BbED146eEC15b79cBF964884F9877c2.sol,L6,SWC-102-Outdated Compiler Version
WusdAaveStrategy.sol,L3,SWC-102-Outdated Compiler Version
WUSDMaster.sol,L3,SWC-103-Floating Pragma
WUSDMaster.sol,L703-728,SWC-114-Transaction Order Dependence
GrassHouse.sol,L14,SWC-102-Outdated Compiler Version
KAP20Lending.sol,L2,SWC-103-Floating Pragma
MarketImpl.sol,L32-34、37、45-47,SWC-114-Transaction Order Dependence
MarketImpl.sol,L82、84、94、97,SWC-114-Transaction Order Dependence
BaseRewards.sol,L75,SWC-107-Reentrancy
BaseRewards.sol,L98,SWC-101-Integer Overflow and Underflow
AMOCoinSale.sol,L132,SWC-116-Block values as a proxy for time
AMOCoinSale.sol,L349,SWC-116-Block values as a proxy for time
AMOCoinSale.sol,L358,SWC-116-Block values as a proxy for time
Etherscan-0xb41380174d0B06181513A5677b60200b93b5Efb4.sol,L90,SWC-100-Function Default Visibility
Etherscan-0xb41380174d0B06181513A5677b60200b93b5Efb4.sol,L94,SWC-100-Function Default Visibility
Cloudbric.sol,L29,SWC-108-State Variable Default Visibility
CloudbricSale.sol,L15、71,SWC-108-State Variable Default Visibility
Crowdsale.sol,L7,SWC-103-Floating Pragma
PausableToken.sol,L14-L16,SWC-100-Function Default Visibility
PausableToken.sol,L18-L20,SWC-100-Function Default Visibility
Crowdfund.sol,L61、68、76、162、173、180,SWC-116-Block values as a proxy for time
SafeERC20.sol,L15、19、23,SWC-110-Assert Violation
Etherscan-0x54735d716995071585A4f6ba341a6Ded79756F09.sol,L90,SWC-100-Function Default Visibility
Etherscan-0x54735d716995071585A4f6ba341a6Ded79756F09.sol,L94,SWC-100-Function Default Visibility
ProjectWalletAuthoriser.sol,L38,SWC-104-Unchecked Call Return Value
contract.sol,L63,SWC-118-Incorrect Constructor Name
contract.sol,L89 - L91,SWC-100-Function Default Visibility
contract.sol,L93 - L95,SWC-100-Function Default Visibility
Quotation.sol,L386,SWC-134-Message call with hardcoded gas amount
ExchangeIssuance.sol,L248,SWC-134-Message call with hardcoded gas amount
ExchangeIssuance.sol,"L247, L279, L349",SWC-134-Message call with hardcoded gas amount
ExchangeIssuance.sol,L281,SWC-134-Message call with hardcoded gas amount
ExchangeIssuance.sol,L352,SWC-134-Message call with hardcoded gas amount
SNXFlashLoanTool.sol,L54,SWC-111-Use of Deprecated Solidity Functions
SNXFlashLoanTool.sol,L122,SWC-111-Use of Deprecated Solidity Functions
SNXFlashLoanTool.sol,L143,SWC-107-Reentrancy
ExchangeRatesWithDexPricing.sol,L121-149,SWC-128-DoS With Block Gas Limit
Exchanger.sol,L363,SWC-135-Code With No Effects
Synthetix.sol,L96,SWC-115-Authorization through tx.origin
NativeEtherWrapper.sol,L81,SWC-134-Message call with hardcoded gas amount
FeePoolState.sol,L1-159,SWC-135-Code With No Effects
SynthetixDebtShare.sol,L110-118,SWC-135-Code With No Effects
SynthetixDebtShare.sol,L213 - L229,SWC-135-Code With No Effects
SynthetixDebtShare.sol,L231 - L247,SWC-135-Code With No Effects
FeePool.sol,L257,SWC-111-Use of Deprecated Solidity Functions
FuturesMarket.sol,L946,SWC-101-Integer Overflow and Underflow
Issuer.sol,L242,SWC-111-Use of Deprecated Solidity Functions
ExchangeRates.sol,L548-549,SWC-101-Integer Overflow and Underflow
EtherCollateralsUSD.sol,L504,SWC-134-Message call with hardcoded gas amount
EtherCollateralsUSD.sol,L588,SWC-134-Message call with hardcoded gas amount
Issuer.sol,L671,SWC-101-Integer Overflow and Underflow
Issuer.sol,L697,SWC-101-Integer Overflow and Underflow
TemporarilyOwned.sol,L14-L17,SWC-111-Use of Deprecated Solidity Functions
TemporarilyOwned.sol,L19-22,SWC-111-Use of Deprecated Solidity Functions
EmptyEtherCollateral.sol,L1-9,SWC-135-Code With No Effects
EternalStorage.sol,L51-57,SWC-108-State Variable Default Visibility
FeePool.sol,L257-258,SWC-101-Integer Overflow and Underflow
Proxyable.sol,L42,SWC-108-State Variable Default Visibility
Synthetix.sol,L434-440,SWC-114-Transaction Order Dependence
CollateralState.sol,L1-50,SWC-135-Code With No Effects
CollateralEth.sol,L78,SWC-134-Message call with hardcoded gas amount
Vester.sol,L51 - L58,SWC-107-Reentrancy
Vester.sol,L128 - L132,SWC-107-Reentrancy
VestingEscrow.sol,L58,SWC-101-Integer Overflow and Underflow
Distribution.sol,L73,SWC-111-Use of Deprecated Solidity Functions
Distribution.sol,L130-L135,SWC-111-Use of Deprecated Solidity Functions
Distribution.sol,L139,SWC-101-Integer Overflow and Underflow
BondService.sol,L18,SWC-108-State Variable Default Visibility
TimviSettings.sol,L30,SWC-131-Presence of unused variables
ERC20_Contract.sol,L86,SWC-100-Function Default Visibility
ERC20_Contract.sol,L90,SWC-100-Function Default Visibility
DescendingPriceCryptoKitty.sol,L344,SWC-135-Code With No Effects
DescendingPriceERC20Auction.sol,L1-481,SWC-114-Transaction Order Dependence
DescendingPriceERC20Auction.sol,L245,SWC-135-Code With No Effects
IndividuallyCappedCrowdsale.sol,L1-82,SWC-135-Code With No Effects
IndividuallyCappedCrowdsale.sol,L39,SWC-128-DoS With Block Gas Limit
MintedCrowdsale.sol,L1-28,SWC-135-Code With No Effects
Voting.sol,L83 - L101,SWC-113-DoS with Failed Call
Voting.sol,"L134 - L140, ",SWC-113-DoS with Failed Call
MixinSignatureValidator.sol,L85,SWC-114-Transaction Order Dependence
Crowdsale.sol,L148,SWC-116-Block values as a proxy for time
RGEToken.sol,all contract,SWC-101-Integer Overflow and Underflow
RGEToken.sol,L43,SWC-101-Integer Overflow and Underflow
RGEToken.sol,L70,SWC-101-Integer Overflow and Underflow
RGEToken.sol,L81 - L82,SWC-101-Integer Overflow and Underflow
FixedRateSwap.sol,L302-315,SWC-101-Integer Overflow and Underflow
FixedRateSwap.sol,L357,SWC-101-Integer Overflow and Underflow
FixedRateSwap.sol,L415-434,SWC-101-Integer Overflow and Underflow
ChainlinkCalculator.sol,"L23,27",SWC-135-Code With No Effects
ACOToken.sol,L207,SWC-101-Integer Overflow and Underflow
ACOToken.sol,L441-L443,SWC-114-Transaction Order Dependence
ACOToken.sol,L570-L573,SWC-128-DoS With Block Gas Limit
ACOToken.sol,L741,SWC-135-Code With No Effects
ACOToken.sol,L1018,SWC-135-Code With No Effects
IUniswapV2Router01.sol,L2-L96,SWC-135-Code With No Effects
WMasterChef.sol,L63,SWC-104-Unchecked Call Return Value
WStakingRewards.sol,L29,SWC-104-Unchecked Call Return Value
ARCToken.sol,all contract,SWC-102-Outdated Compiler Version
ARCToken.sol,L167,SWC-135-Code With No Effects
ARCToken.sol,L188-204,SWC-135-Code With No Effects
ARCToken.sol,L231,SWC-107-Reentrancy
TokenVesting.sol,all contract,SWC-102-Outdated Compiler Version
TokenVesting.sol,"L133,190",SWC-119-Shadowing State Variables
ServiceProviderFactory.sol,L779,SWC-123-Requirement Violation
ServiceTypeManager.sol,"L34,35",SWC-135-Code With No Effects
Staking.sol,L39-42,SWC-108-State Variable Default Visibility
SmartYield.sol,L439-451,SWC-126-Insufficient Gas Griefing
BAToken.sol,"L1,all contract",SWC-102-Outdated Compiler Version
BAToken.sol,L19-20,SWC-116-Block values as a proxy for time
BAToken.sol,"L58,61,79",SWC-135-Code With No Effects
BAToken.sol,L84-85,SWC-101-Integer Overflow and Underflow
BCAPToken.sol,L2-L96,SWC-102-Outdated Compiler Version
BCAPToken.sol,L91 ,SWC-135-Code With No Effects
Governance.sol,L673-L694,SWC-128-DoS With Block Gas Limit
Governance.sol,L685,SWC-123-Requirement Violation
IdentityProxy.sol,L26,SWC-104-Unchecked Call Return Value
MerchantSubscription.sol,L2,SWC-102-Outdated Compiler Version
DelFiPrice.sol,"L19,22,25",SWC-108-State Variable Default Visibility
OpenOracleData.sol,L9-28,SWC-135-Code With No Effects
Fundraiser.sol,L9-L133,SWC-101-Integer Overflow and Underflow
Fundraiser.sol,L9-L133,SWC-102-Outdated Compiler Version
Fundraiser.sol,L95,SWC-107-Reentrancy
BurnableToken.sol,L17-22,SWC-114-Transaction Order Dependence
ContinuousCrowdsale.sol,L33,SWC-114-Transaction Order Dependence
ContinuousCrowdsale.sol,L49,SWC-101-Integer Overflow and Underflow
MANACrowdsale.sol,L76-93,SWC-135-Code With No Effects
EntryPoint.sol,L52-78,SWC-135-Code With No Effects
EntryPoint.sol,"L56-77, 95-113, 236-261, 266-282, 319-349",SWC-101-Integer Overflow and Underflow
Administratable.sol,L48,SWC-123-Requirement Violation
Fund.sol,L119-134,SWC-107-Reentrancy
FundFactory.sol,L6,SWC-135-Code With No Effects
SafeMath.sol,L1-34,SWC-135-Code With No Effects
HackerGold.sol,L1-165,SWC-101-Integer Overflow and Underflow
HackerGold.sol,L30,SWC-135-Code With No Effects
HackerGold.sol,L90,SWC-135-Code With No Effects
ProjectKudos.sol,L1,SWC-102-Outdated Compiler Version
ProjectKudos.sol,"L20-24,281-303,313-320",SWC-135-Code With No Effects
ProjectKudos.sol,L330-334,SWC-135-Code With No Effects
ProjectKudos.sol,"L331,332",SWC-116-Block values as a proxy for time
BondingCurveOrchestrator.sol,L22,SWC-108-State Variable Default Visibility
Core.sol,"L1, all contract",SWC-102-Outdated Compiler Version
Core.sol,L7,SWC-135-Code With No Effects
Core.sol,L41,SWC-123-Requirement Violation
Fei.sol,L12,SWC-135-Code With No Effects
GenesisGroup.sol,L80-87,SWC-132-Unexpected Ether balance
GenesisGroup.sol,L89-103,SWC-106-Unprotected SELFDESTRUCT Instruction
GovernorAlpha.sol,L24,SWC-116-Block values as a proxy for time
LinearTokenTimelock.sol,L60,SWC-101-Integer Overflow and Underflow
Pool.sol,L93-98,SWC-105-Unprotected Ether Withdrawal
Pool.sol,L100-112,SWC-123-Requirement Violation
Pool.sol,"L120,134",SWC-104-Unchecked Call Return Value
Roots.sol,L8,SWC-101-Integer Overflow and Underflow
UniRef.sol,L171,SWC-135-Code With No Effects
UniswapIncentive.sol,"L76,77",SWC-135-Code With No Effects
FuelCrowdfund.sol,L84,SWC-104-Unchecked Call Return Value
FuelToken.sol,L189,SWC-114-Transaction Order Dependence
GNTAllocation.sol,L1-69,SWC-101-Integer Overflow and Underflow
GNTAllocation.sol,L22,SWC-116-Block values as a proxy for time
Token.sol,"L158-165,194-196",SWC-135-Code With No Effects
CollateralsWallet.sol,L14-17,SWC-100-Function Default Visibility
Holdefi.sol,"L214, 325, 397",SWC-134-Message call with hardcoded gas amount
Holdefi.sol,L778,SWC-134-Message call with hardcoded gas amount
HoldefiPauser.sol,L65-71,SWC-100-Function Default Visibility
HoldefiPauser.sol,L74-80,SWC-100-Function Default Visibility
HoldefiPrices.sol,L47-49,SWC-100-Function Default Visibility
HoldefiSettings.sol,L120-122,SWC-100-Function Default Visibility
Ownable.sol,"L26-31,34-42",SWC-114-Transaction Order Dependence
Crowdsale.sol,L1,SWC-102-Outdated Compiler Version
Crowdsale.sol,L241,SWC-101-Integer Overflow and Underflow
Crowdsale.sol,"L484,485",SWC-116-Block values as a proxy for time
MultiSigWallet.sol,L10-360,SWC-109-Uninitialized Storage Pointer
Crowdsale.sol,L1,SWC-102-Outdated Compiler Version
Crowdsale.sol,L1-305,SWC-101-Integer Overflow and Underflow
Crowdsale.sol,L69,SWC-116-Block values as a proxy for time
Crowdsale.sol,L116、145、295,SWC-116-Block values as a proxy for time
Crowdsale.sol,L209-211,SWC-135-Code With No Effects
RLC.sol,L1,SWC-102-Outdated Compiler Version
RLC.sol,L37,SWC-116-Block values as a proxy for time
RLC.sol,L49,SWC-116-Block values as a proxy for time
RLC.sol,L62-L67,SWC-135-Code With No Effects
RLC.sol,L69-L76,SWC-135-Code With No Effects
RLC.sol,L79-L81,SWC-135-Code With No Effects
RLC.sol,L83-L87,SWC-135-Code With No Effects
RLC.sol,L97-L99,SWC-135-Code With No Effects
